,Category,Original_Keyword,Searched_Keyword,sentence_number,Text,Secondary_Term,Secondary_Synonym,Secondary_Context
244,Agreement,agreement,agreement,121,"In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.",[],[],
245,Agreement,renewal,replacement,121,"In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.",[],[],
246,Legal,term,term,121,"In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.","['order', 'renewal']","['order', 'replacement']","If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each Party as close as possible to that under the provision rendered unenforceable.In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.No failure of either Party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder."
247,Agreement,agreement,agreement,122,No failure of either Party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder.,[],[],
248,Agreement,agreement,agreement,124,"Nothing in this Agreement is to be construed as creating an agency, partnership, or joint venture relationship between the Parties hereto.",[],[],
249,Time,term,term,126,"If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terms of this Agreement, the prevailing Party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such Party may be entitled.",[],[],
250,Agreement,agreement,agreement,126,"If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terms of this Agreement, the prevailing Party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such Party may be entitled.",[],[],
251,Financial,fee,fee,126,"If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terms of this Agreement, the prevailing Party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such Party may be entitled.",[],[],
252,Legal,law,law,126,"If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terms of this Agreement, the prevailing Party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such Party may be entitled.",[],[],
253,Legal,term,term,126,"If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terms of this Agreement, the prevailing Party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such Party may be entitled.",[],[],
254,Time,term,term,129,"Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.",[],[],
255,Agreement,agreement,accord,129,"Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.",[],[],
256,Agreement,agreement,agreement,129,"Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.",[],[],
257,Legal,contract,contract,129,"Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.",['term'],['term'],"Customer acknowledges and agrees that the employees and consultants of Metric Stream are a valuable asset to MetricStream and are difficult to replace.Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.In the event Customer breaches this section, the parties agree that it would be difficult to determine the amount of actual damages to MetricStream that would result from such breach."
258,Legal,term,term,129,"Accordingly, Customer agrees that, for the term of this Agreement and for a period of twelve months thereafter, Customer will not offer to employ or hire (whether as an employee, independent contractor, or consultant) any Metric Stream employee, independent contractor, or consultant.",[],[],
259,Time,term,term,130,"In the event Customer breaches this section, the parties agree that it would be difficult to determine the amount of actual damages to MetricStream that would result from such breach.",[],[],
260,Time,termination,result,130,"In the event Customer breaches this section, the parties agree that it would be difficult to determine the amount of actual damages to MetricStream that would result from such breach.",[],[],
261,Agreement,breach,breach,130,"In the event Customer breaches this section, the parties agree that it would be difficult to determine the amount of actual damages to MetricStream that would result from such breach.",[],[],
262,Legal,indemnity,damages,130,"In the event Customer breaches this section, the parties agree that it would be difficult to determine the amount of actual damages to MetricStream that would result from such breach.",[],[],
